text,intent,tokenized_text,cleaned_text,cleaned_tokenized_text,Target
"i replaced my tires yesterday, when should i get new ones",tire_change,"['i', 'replaced', 'my', 'tires', 'yesterday', ',', 'when', 'should', 'i', 'get', 'new', 'ones']",i replaced my tires yesterday when should i get new ones,"['replaced', 'tires', 'yesterday', 'get', 'new', 'ones']",124
can you please let me know when next my tires are due to be changed,tire_change,"['can', 'you', 'please', 'let', 'me', 'know', 'when', 'next', 'my', 'tires', 'are', 'due', 'to', 'be', 'changed']",can you please let me know when next my tires are due to be changed,"['please', 'let', 'know', 'next', 'tires', 'due', 'changed']",124
please confirm the next time i should get the tires on my car replaced,tire_change,"['please', 'confirm', 'the', 'next', 'time', 'i', 'should', 'get', 'the', 'tires', 'on', 'my', 'car', 'replaced']",please confirm the next time i should get the tires on my car replaced,"['please', 'confirm', 'next', 'time', 'get', 'tires', 'car', 'replaced']",124
when is it recommended that i change my tires next,tire_change,"['when', 'is', 'it', 'recommended', 'that', 'i', 'change', 'my', 'tires', 'next']",when is it recommended that i change my tires next,"['recommended', 'change', 'tires', 'next']",124
how long until i should have my tires replaced,tire_change,"['how', 'long', 'until', 'i', 'should', 'have', 'my', 'tires', 'replaced']",how long until i should have my tires replaced,"['long', 'tires', 'replaced']",124
when should i get new tires i last replaced them four years ago,tire_change,"['when', 'should', 'i', 'get', 'new', 'tires', 'i', 'last', 'replaced', 'them', 'four', 'years', 'ago']",when should i get new tires i last replaced them four years ago,"['get', 'new', 'tires', 'last', 'replaced', 'four', 'years', 'ago']",124
how many miles do i drive before i have to get new tires i replaced them four years ago,tire_change,"['how', 'many', 'miles', 'do', 'i', 'drive', 'before', 'i', 'have', 'to', 'get', 'new', 'tires', 'i', 'replaced', 'them', 'four', 'years', 'ago']",how many miles do i drive before i have to get new tires i replaced them four years ago,"['many', 'miles', 'drive', 'get', 'new', 'tires', 'replaced', 'four', 'years', 'ago']",124
how low should the tread be on my tires to replace them i bought new tires four years ago,tire_change,"['how', 'low', 'should', 'the', 'tread', 'be', 'on', 'my', 'tires', 'to', 'replace', 'them', 'i', 'bought', 'new', 'tires', 'four', 'years', 'ago']",how low should the tread be on my tires to replace them i bought new tires four years ago,"['low', 'tread', 'tires', 'replace', 'bought', 'new', 'tires', 'four', 'years', 'ago']",124
when should i get my tires changed again,tire_change,"['when', 'should', 'i', 'get', 'my', 'tires', 'changed', 'again']",when should i get my tires changed again,"['get', 'tires', 'changed']",124
when do my tires need to be changed again,tire_change,"['when', 'do', 'my', 'tires', 'need', 'to', 'be', 'changed', 'again']",when do my tires need to be changed again,"['tires', 'need', 'changed']",124
when will i need to change my tires again,tire_change,"['when', 'will', 'i', 'need', 'to', 'change', 'my', 'tires', 'again']",when will i need to change my tires again,"['need', 'change', 'tires']",124
when do i need to change my tires again,tire_change,"['when', 'do', 'i', 'need', 'to', 'change', 'my', 'tires', 'again']",when do i need to change my tires again,"['need', 'change', 'tires']",124
when should my tires be changed next,tire_change,"['when', 'should', 'my', 'tires', 'be', 'changed', 'next']",when should my tires be changed next,"['tires', 'changed', 'next']",124
"i replaced my tires on may 2, so when should i replace them next",tire_change,"['i', 'replaced', 'my', 'tires', 'on', 'may', '2', ',', 'so', 'when', 'should', 'i', 'replace', 'them', 'next']",i replaced my tires on may 2 so when should i replace them next,"['replaced', 'tires', 'may', '2', 'replace', 'next']",124
"if i replaced my tires on labor day, when should i next replace them",tire_change,"['if', 'i', 'replaced', 'my', 'tires', 'on', 'labor', 'day', ',', 'when', 'should', 'i', 'next', 'replace', 'them']",if i replaced my tires on labor day when should i next replace them,"['replaced', 'tires', 'labor', 'day', 'next', 'replace']",124
when should i have my tires replaced if i replaced them on the first of march,tire_change,"['when', 'should', 'i', 'have', 'my', 'tires', 'replaced', 'if', 'i', 'replaced', 'them', 'on', 'the', 'first', 'of', 'march']",when should i have my tires replaced if i replaced them on the first of march,"['tires', 'replaced', 'replaced', 'first', 'march']",124
"if i replaced my tires on christmas eve, when will i need to replace them again",tire_change,"['if', 'i', 'replaced', 'my', 'tires', 'on', 'christmas', 'eve', ',', 'when', 'will', 'i', 'need', 'to', 'replace', 'them', 'again']",if i replaced my tires on christmas eve when will i need to replace them again,"['replaced', 'tires', 'christmas', 'eve', 'need', 'replace']",124
when will i need to replace my tires if i last replaced them on december 20,tire_change,"['when', 'will', 'i', 'need', 'to', 'replace', 'my', 'tires', 'if', 'i', 'last', 'replaced', 'them', 'on', 'december', '20']",when will i need to replace my tires if i last replaced them on december 20,"['need', 'replace', 'tires', 'last', 'replaced', 'december', '20']",124
how long can i go before i need to change my tires,tire_change,"['how', 'long', 'can', 'i', 'go', 'before', 'i', 'need', 'to', 'change', 'my', 'tires']",how long can i go before i need to change my tires,"['long', 'go', 'need', 'change', 'tires']",124
when should i go in and have my tires changed,tire_change,"['when', 'should', 'i', 'go', 'in', 'and', 'have', 'my', 'tires', 'changed']",when should i go in and have my tires changed,"['go', 'tires', 'changed']",124
how much time do i have before i have to change my tires,tire_change,"['how', 'much', 'time', 'do', 'i', 'have', 'before', 'i', 'have', 'to', 'change', 'my', 'tires']",how much time do i have before i have to change my tires,"['much', 'time', 'change', 'tires']",124
when should i get new tires,tire_change,"['when', 'should', 'i', 'get', 'new', 'tires']",when should i get new tires,"['get', 'new', 'tires']",124
when ought i get my tires changed next,tire_change,"['when', 'ought', 'i', 'get', 'my', 'tires', 'changed', 'next']",when ought i get my tires changed next,"['ought', 'get', 'tires', 'changed', 'next']",124
are my tires due to be changed,tire_change,"['are', 'my', 'tires', 'due', 'to', 'be', 'changed']",are my tires due to be changed,"['tires', 'due', 'changed']",124
are my tires due to be changed soon,tire_change,"['are', 'my', 'tires', 'due', 'to', 'be', 'changed', 'soon']",are my tires due to be changed soon,"['tires', 'due', 'changed', 'soon']",124
how long until i have to replace my tires,tire_change,"['how', 'long', 'until', 'i', 'have', 'to', 'replace', 'my', 'tires']",how long until i have to replace my tires,"['long', 'replace', 'tires']",124
how much longer until i have to change my tires,tire_change,"['how', 'much', 'longer', 'until', 'i', 'have', 'to', 'change', 'my', 'tires']",how much longer until i have to change my tires,"['much', 'longer', 'change', 'tires']",124
when's the next time i should change my tires,tire_change,"['when', ""'s"", 'the', 'next', 'time', 'i', 'should', 'change', 'my', 'tires']",whens the next time i should change my tires,"['whens', 'next', 'time', 'change', 'tires']",124
when do i take my car in for a tire change,tire_change,"['when', 'do', 'i', 'take', 'my', 'car', 'in', 'for', 'a', 'tire', 'change']",when do i take my car in for a tire change,"['take', 'car', 'tire', 'change']",124
how long until i need to change my tires,tire_change,"['how', 'long', 'until', 'i', 'need', 'to', 'change', 'my', 'tires']",how long until i need to change my tires,"['long', 'need', 'change', 'tires']",124
how many miles until i change my tires,tire_change,"['how', 'many', 'miles', 'until', 'i', 'change', 'my', 'tires']",how many miles until i change my tires,"['many', 'miles', 'change', 'tires']",124
when are my tires next due for a change,tire_change,"['when', 'are', 'my', 'tires', 'next', 'due', 'for', 'a', 'change']",when are my tires next due for a change,"['tires', 'next', 'due', 'change']",124
how often do you change your tires,tire_change,"['how', 'often', 'do', 'you', 'change', 'your', 'tires']",how often do you change your tires,"['often', 'change', 'tires']",124
how long do tires last for,tire_change,"['how', 'long', 'do', 'tires', 'last', 'for']",how long do tires last for,"['long', 'tires', 'last']",124
how many miles can i drive before i need to change my tires,tire_change,"['how', 'many', 'miles', 'can', 'i', 'drive', 'before', 'i', 'need', 'to', 'change', 'my', 'tires']",how many miles can i drive before i need to change my tires,"['many', 'miles', 'drive', 'need', 'change', 'tires']",124
what signs should i look for to know if i should change my tires,tire_change,"['what', 'signs', 'should', 'i', 'look', 'for', 'to', 'know', 'if', 'i', 'should', 'change', 'my', 'tires']",what signs should i look for to know if i should change my tires,"['signs', 'look', 'know', 'change', 'tires']",124
is there a way to tell if i need new tires,tire_change,"['is', 'there', 'a', 'way', 'to', 'tell', 'if', 'i', 'need', 'new', 'tires']",is there a way to tell if i need new tires,"['way', 'tell', 'need', 'new', 'tires']",124
"when should i replace my tires next, if i replaced them on january 15, 2018",tire_change,"['when', 'should', 'i', 'replace', 'my', 'tires', 'next', ',', 'if', 'i', 'replaced', 'them', 'on', 'january', '15', ',', '2018']",when should i replace my tires next if i replaced them on january 15 2018,"['replace', 'tires', 'next', 'replaced', 'january', '15', '2018']",124
when should i replace my tires if i replaced them last year,tire_change,"['when', 'should', 'i', 'replace', 'my', 'tires', 'if', 'i', 'replaced', 'them', 'last', 'year']",when should i replace my tires if i replaced them last year,"['replace', 'tires', 'replaced', 'last', 'year']",124
how do i know when to change my tires,tire_change,"['how', 'do', 'i', 'know', 'when', 'to', 'change', 'my', 'tires']",how do i know when to change my tires,"['know', 'change', 'tires']",124
tell me how i can tell if my tires need to be changed,tire_change,"['tell', 'me', 'how', 'i', 'can', 'tell', 'if', 'my', 'tires', 'need', 'to', 'be', 'changed']",tell me how i can tell if my tires need to be changed,"['tell', 'tell', 'tires', 'need', 'changed']",124
is it time for new tires,tire_change,"['is', 'it', 'time', 'for', 'new', 'tires']",is it time for new tires,"['time', 'new', 'tires']",124
do i need new tires,tire_change,"['do', 'i', 'need', 'new', 'tires']",do i need new tires,"['need', 'new', 'tires']",124
"tell me when i need to replace my tires, if i replaced them on october 1, 2017",tire_change,"['tell', 'me', 'when', 'i', 'need', 'to', 'replace', 'my', 'tires', ',', 'if', 'i', 'replaced', 'them', 'on', 'october', '1', ',', '2017']",tell me when i need to replace my tires if i replaced them on october 1 2017,"['tell', 'need', 'replace', 'tires', 'replaced', 'october', '1', '2017']",124
do i need to replace my tires if i replaced my tires in january,tire_change,"['do', 'i', 'need', 'to', 'replace', 'my', 'tires', 'if', 'i', 'replaced', 'my', 'tires', 'in', 'january']",do i need to replace my tires if i replaced my tires in january,"['need', 'replace', 'tires', 'replaced', 'tires', 'january']",124
"i replaced my tires in december, when should i replace them again",tire_change,"['i', 'replaced', 'my', 'tires', 'in', 'december', ',', 'when', 'should', 'i', 'replace', 'them', 'again']",i replaced my tires in december when should i replace them again,"['replaced', 'tires', 'december', 'replace']",124
how often should i replace my tires sense i replaced them on 2/21/17,tire_change,"['how', 'often', 'should', 'i', 'replace', 'my', 'tires', 'sense', 'i', 'replaced', 'them', 'on', '2/21/17']",how often should i replace my tires sense i replaced them on 22117,"['often', 'replace', 'tires', 'sense', 'replaced', '22117']",124
i replaced my tires last year when should i replace my tires again,tire_change,"['i', 'replaced', 'my', 'tires', 'last', 'year', 'when', 'should', 'i', 'replace', 'my', 'tires', 'again']",i replaced my tires last year when should i replace my tires again,"['replaced', 'tires', 'last', 'year', 'replace', 'tires']",124
when do you think i should replace my tires because i replaced them on 12/21/17,tire_change,"['when', 'do', 'you', 'think', 'i', 'should', 'replace', 'my', 'tires', 'because', 'i', 'replaced', 'them', 'on', '12/21/17']",when do you think i should replace my tires because i replaced them on 122117,"['think', 'replace', 'tires', 'replaced', '122117']",124
how long before i need to replace my tires after i replaced them on 2/24/18,tire_change,"['how', 'long', 'before', 'i', 'need', 'to', 'replace', 'my', 'tires', 'after', 'i', 'replaced', 'them', 'on', '2/24/18']",how long before i need to replace my tires after i replaced them on 22418,"['long', 'need', 'replace', 'tires', 'replaced', '22418']",124
when should i replace my tires sense i last replaced them on 3/21/17,tire_change,"['when', 'should', 'i', 'replace', 'my', 'tires', 'sense', 'i', 'last', 'replaced', 'them', 'on', '3/21/17']",when should i replace my tires sense i last replaced them on 32117,"['replace', 'tires', 'sense', 'last', 'replaced', '32117']",124
